iqs_verbatim_2016.vin,iqs_verbatim_2016.vin7,iqs_verbatim_2016.squish_vin,iqs_verbatim_2016.sequence_number,iqs_verbatim_2016.make,iqs_verbatim_2016.series,iqs_verbatim_2016.model_and_type,iqs_verbatim_2016.produktionsdatum,iqs_verbatim_2016.baureihe,iqs_verbatim_2016.werk,iqs_verbatim_2016.motor,iqs_verbatim_2016.getriebe,iqs_verbatim_2016.lackfarbe,iqs_verbatim_2016.polster_material,iqs_verbatim_2016.polster_farbe,iqs_verbatim_2016.sonderausstattung,iqs_verbatim_2016.totalproblems,iqs_verbatim_2016.problems_indicated,iqs_verbatim_2016.category,iqs_verbatim_2016.problem,iqs_verbatim_2016.malfunction_design_unknown,iqs_verbatim_2016.verbatim,iqs_verbatim_2016.mileage,iqs_verbatim_2016.took_to_dealer,iqs_verbatim_2016.resolved,iqs_verbatim_2016.severity,,,,,,,,,,,,,,,
WMWLN9C58G2B31847,2B31847,WMWLN9C5G2,28009596,MINI,Clubman,MINI Clubman 4dr Wgn,12/18/15,F54,77.29 Oxford,B46M,MECH,BLAZING RED II METALLIC,T9 LEDER LOUNGE,GK SATELLITE GREY,01CA; 0249; 0255; 0258; 02HU; 02VB; 02VG; 0300; 0313; 0322; 0325; 0346; 03AF; 0402; 0423; 0430; 0431; 0450; 0473; 0481; 0493; 0494; 04C0; 04GW; 04NE; 04V9; 04VA; 0520; 0521; 0534; 0544; 0550; 0563; 05AA; 05DD; 0645; 0674; 0693; 06FP; 06NM; 06NP; 0785; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,5,"EXT24, FCD13, FCD24, AEN05, SEAT25",NULL,FCD24: Exterior Side-View Mirrors/Controls - Broken/NW,M,(Copied from EXT97): loose driver side mirror at highway speed(Copied from FCD97): exterior driver mirror wobbles keyless entry doesnt always function,,,,,,,,,,,,,,,,,,,
WMWLN9C58G2B31847,2B31847,WMWLN9C5G2,28009596,MINI,Clubman,MINI Clubman 4dr Wgn,12/18/15,F54,77.29 Oxford,B46M,MECH,BLAZING RED II METALLIC,T9 LEDER LOUNGE,GK SATELLITE GREY,01CA; 0249; 0255; 0258; 02HU; 02VB; 02VG; 0300; 0313; 0322; 0325; 0346; 03AF; 0402; 0423; 0430; 0431; 0450; 0473; 0481; 0493; 0494; 04C0; 04GW; 04NE; 04V9; 04VA; 0520; 0521; 0534; 0544; 0550; 0563; 05AA; 05DD; 0645; 0674; 0693; 06FP; 06NM; 06NP; 0785; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,5,"EXT24, FCD13, FCD24, AEN05, SEAT25",NULL,AEN05: Media Device Ports - DTU/Poor Location,D,poor connectivity and display/use while driving with older ipod device,,,,,,,,,,,,,,,,,,,
WMWLN9C58G2B31847,2B31847,WMWLN9C5G2,28009596,MINI,Clubman,MINI Clubman 4dr Wgn,12/18/15,F54,77.29 Oxford,B46M,MECH,BLAZING RED II METALLIC,T9 LEDER LOUNGE,GK SATELLITE GREY,01CA; 0249; 0255; 0258; 02HU; 02VB; 02VG; 0300; 0313; 0322; 0325; 0346; 03AF; 0402; 0423; 0430; 0431; 0450; 0473; 0481; 0493; 0494; 04C0; 04GW; 04NE; 04V9; 04VA; 0520; 0521; 0534; 0544; 0550; 0563; 05AA; 05DD; 0645; 0674; 0693; 06FP; 06NM; 06NP; 0785; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,5,"EXT24, FCD13, FCD24, AEN05, SEAT25",NULL,SEAT25: Seat Materials Scuffs/Soil Easily,D,denim bleeds on these seats after a week of use!!!!!!,,,,,,,,,,,,,,,,,,,
WMWLN9C53G2E16052,2E16052,WMWLN9C5G2,2800977P,MINI,Clubman,MINI Clubman 4dr Wgn,2/4/16,F54,77.29 Oxford,B46M,AUT,MELTING SILVER METALLIC,TY MINI YOURS  LTH. LOUNGE,E1 E1 CARBON BLACK,01CA; 0205; 0249; 0258; 02HU; 02VB; 02VG; 02XB; 0300; 0302; 0313; 0319; 0322; 03AB; 03AG; 0402; 0423; 0430; 0431; 0459; 0473; 0481; 0493; 0494; 04AA; 04GV; 04NE; 04V9; 04VA; 0507; 0520; 0521; 0534; 0544; 0550; 0563; 05DD; 0609; 0645; 0655; 0674; 06NM; 06NP; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,2,"AEN07, SEAT19",Audio/Communication/Entertainment/Navigation (ACEN),AEN07: Built-in Bluetooth Mobile Phone/Device Frequent Pairing/Connectivity Issues,D,NULL," seems anyone with an iPhone has this issue""",3000,No,,,,,,,,,,,,,,,,
WMWLN9C53G2E16052,2E16052,WMWLN9C5G2,2800977P,MINI,Clubman,MINI Clubman 4dr Wgn,2/4/16,F54,77.29 Oxford,B46M,AUT,MELTING SILVER METALLIC,TY MINI YOURS  LTH. LOUNGE,E1 E1 CARBON BLACK,01CA; 0205; 0249; 0258; 02HU; 02VB; 02VG; 02XB; 0300; 0302; 0313; 0319; 0322; 03AB; 03AG; 0402; 0423; 0430; 0431; 0459; 0473; 0481; 0493; 0494; 04AA; 04GV; 04NE; 04V9; 04VA; 0507; 0520; 0521; 0534; 0544; 0550; 0563; 05DD; 0609; 0645; 0655; 0674; 06NM; 06NP; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,2,"AEN07, SEAT19",Seats,SEAT19: Memory Seats - Controls DTU/Poor Location,D,NULL, would be nice if the profile is tied to the persons fob like it is in our Lexus," having to select the profile each time is an extra step""",3000,,,,,,,,,,,,,,,,
WMWXM9C5XGT997741,T997741,WMWXM9C5GT,2505607C,MINI,Cooper,MINI Cooper 2dr Hbk,12/2/15,F56,77.29 Oxford,B48O,DKG,REBEL GREEN,DA DINAMICA./STOFF,E1 E1 CARBON BLACK,01CA; 0223; 0249; 0258; 02HY; 02VB; 02VG; 02XC; 0313; 0322; 0325; 0383; 03AG; 0402; 0423; 0430; 0431; 0450; 0473; 0493; 0494; 04AA; 04C1; 04DC; 04FN; 04NE; 04V9; 04VA; 0507; 0521; 0534; 0544; 0550; 0563; 05A4; 05AA; 0609; 0645; 0655; 0674; 0697; 06AD; 06NE; 06NM; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08S4; 08SM; 08TN; 0925; 0992; 09AA,1,INT01,Interior,INT01: Instrument Panel/Dashboard - Squeak/Rattle/Other Noise,M,,1485,No,,2,,,,,,,,,,,,,,,
WMWZC3C56GWT07975,WT07975,WMWZC3C5GW,2505930U,MINI,Countryman,MINI Countryman 4dr SUV,10/5/15,R60,85.10 Graz,N18,AUT,BLAZING RED METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,0205; 0210; 0249; 0258; 02E6; 02VB; 02XA; 0314; 0320; 0322; 0325; 0327; 0382; 0386; 03AR; 0403; 0423; 0441; 0450; 0473; 0481; 0493; 04CU; 04E1; 04UF; 04UK; 04UL; 0507; 0521; 0534; 0550; 0563; 05A1; 05DT; 0620; 0645; 0653; 0674; 0693; 06FP; 06NE; 06NF; 06NM; 06UH; 06UM; 06VC; 07L5; 0823; 0845; 0853; 0876; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,3,"DEXP16, AEN12, SEAT06",Driving Experience,DEXP16: Tilt/Telescopic Steering Wheel/Column - DTU/Poor Location,NULL,Unlocking handle is stiff and difficult to unlock. Partner leaves steering column in last position which is not her preferred. Big change from other car with electrically operated control.,1400,No,,,,,,,,,,,,,,,,,
WMWZC3C56GWT07975,WT07975,WMWZC3C5GW,2505930U,MINI,Countryman,MINI Countryman 4dr SUV,10/5/15,R60,85.10 Graz,N18,AUT,BLAZING RED METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,0205; 0210; 0249; 0258; 02E6; 02VB; 02XA; 0314; 0320; 0322; 0325; 0327; 0382; 0386; 03AR; 0403; 0423; 0441; 0450; 0473; 0481; 0493; 04CU; 04E1; 04UF; 04UK; 04UL; 0507; 0521; 0534; 0550; 0563; 05A1; 05DT; 0620; 0645; 0653; 0674; 0693; 06FP; 06NE; 06NF; 06NM; 06UH; 06UM; 06VC; 07L5; 0823; 0845; 0853; 0876; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,3,"DEXP16, AEN12, SEAT06",Audio/Communication/Entertainment/Navigation (ACEN),AEN12: Navigation System - Inaccurate,NULL,Local Tucson streets are misnamed,1400,Yes,,,,,,,,,,,,,,,,,
WMWZC3C56GWT07975,WT07975,WMWZC3C5GW,2505930U,MINI,Countryman,MINI Countryman 4dr SUV,10/5/15,R60,85.10 Graz,N18,AUT,BLAZING RED METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,0205; 0210; 0249; 0258; 02E6; 02VB; 02XA; 0314; 0320; 0322; 0325; 0327; 0382; 0386; 03AR; 0403; 0423; 0441; 0450; 0473; 0481; 0493; 04CU; 04E1; 04UF; 04UK; 04UL; 0507; 0521; 0534; 0550; 0563; 05A1; 05DT; 0620; 0645; 0653; 0674; 0693; 06FP; 06NE; 06NF; 06NM; 06UH; 06UM; 06VC; 07L5; 0823; 0845; 0853; 0876; 08KL; 08SM; 08TN; 0925; 0927; 0992; 09AA,3,"DEXP16, AEN12, SEAT06",Seats,SEAT06: Lumbar Support Adjustment - Controls DTU/Poor Location,NULL,,1400,No,,,,,,,,,,,,,,,,,
WMWLN9C5XG2B31011,2B31011,WMWLN9C5G2,25062849,MINI,Clubman,MINI Clubman 4dr Wgn,11/5/15,F54,77.29 Oxford,B46M,AUT,MELTING SILVER METALLIC,NE LEDER CROSS PUNCH,IY PURE BURGUNDY,0205; 0223; 0249; 0255; 0258; 02EV; 02VB; 02VG; 0322; 0383; 03AG; 0402; 0423; 0459; 0465; 0473; 0481; 0493; 0494; 04AA; 04GV; 04NE; 04V9; 04VA; 0507; 0521; 0534; 0544; 0550; 0563; 05A1; 05A2; 0609; 0645; 0655; 0674; 06NM; 06NP; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 0999; 09AA,2,"FCD28, AEN07",Features/Controls/Displays (FCD),FCD28: Clock - Broken/NW/Does Not Keep Accurate Time,M,NULL,2400,Yes,Not at all,,,,,,,,,,,,,,,,
WMWLN9C5XG2B31011,2B31011,WMWLN9C5G2,25062849,MINI,Clubman,MINI Clubman 4dr Wgn,11/5/15,F54,77.29 Oxford,B46M,AUT,MELTING SILVER METALLIC,NE LEDER CROSS PUNCH,IY PURE BURGUNDY,0205; 0223; 0249; 0255; 0258; 02EV; 02VB; 02VG; 0322; 0383; 03AG; 0402; 0423; 0459; 0465; 0473; 0481; 0493; 0494; 04AA; 04GV; 04NE; 04V9; 04VA; 0507; 0521; 0534; 0544; 0550; 0563; 05A1; 05A2; 0609; 0645; 0655; 0674; 06NM; 06NP; 06NT; 06UH; 0785; 07L5; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 0999; 09AA,2,"FCD28, AEN07",Audio/Communication/Entertainment/Navigation (ACEN),AEN07: Built-in Bluetooth Mobile Phone/Device Frequent Pairing/Connectivity Issues,D,NULL," but it drops from the bluetooth back to the phone itself. It has happened a small handful of times since I purchased the car in December 2015.""",2400,Yes,,,,,,,,,,,,,,,,
WBA3R5C53GK371057,K371057,WBA3R5C5GK,24108765,BMW,4 Series,BMW 4 Series 2dr Cpe,11/4/15,F32,01.01 M�nchen,N55,MECH,MINERALGRAU METALLIC,LC LEDER DAKOTA,D3 D3 SATTELBRAUN,01CA; 01CB; 0248; 0258; 02PP; 02VB; 02VF; 0302; 0319; 0322; 0337; 03AG; 03DZ; 0403; 0423; 0430; 0431; 0459; 0465; 0481; 0488; 0493; 0494; 04FW; 04NE; 0502; 0508; 0521; 0522; 0524; 0534; 0544; 0563; 0575; 05DS; 0609; 0610; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NS; 06WA; 0710; 0715; 0760; 0775; 0823; 0842; 0845; 0853; 08KL; 08S4; 08TN; 0925; 0992; 0993; 09AA,1,ENGTRN22,Engine/Transmission,ENGTRN22: Abnormal Transmission Noises,M,Sometimes I think I hear a bit of a klunk when shifting from 1 to 2.,1800,No,,1,,,,,,,,,,,,,,,
WMWXP5C54G2D14358,2D14358,WMWXP5C5G2,2799780H,MINI,Cooper,MINI Cooper 2dr Hbk,10/21/15,F56,77.29 Oxford,B36M,AUT,DEEP BLUE METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0223; 0249; 0255; 0258; 02F2; 02VB; 0300; 0383; 03AG; 0423; 0450; 0473; 0481; 04C1; 04EP; 04NE; 04V9; 04VA; 0507; 0521; 0534; 0544; 0550; 0563; 05A2; 05DD; 0645; 0693; 0697; 06AD; 06FP; 06NE; 06NM; 0785; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,6,"SEAT02, SEAT04, SEAT06, SEAT12, SEAT21,NULL,Seats,SEAT02: Forward/Backward Adjustment - Controls DTU/Poor Location,D
WMWXP5C54G2D14358,2D14358,WMWXP5C5G2,2799780H,MINI,Cooper,MINI Cooper 2dr Hbk,2015-10-21,F56,77.29 Oxford,B36M,AUT,DEEP BLUE METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0223; 0249; 0255; 0258; 02F2; 02VB; 0300; 0383; 03AG; 0423; 0450; 0473; 0481; 04C1; 04EP; 04NE; 04V9; 04VA; 0507; 0521; 0534; 0544; 0550; 0563; 05A2; 05DD; 0645; 0693; 0697; 06AD; 06FP; 06NE; 06NM; 0785; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,6,SEAT02", SEAT04, SEAT06, SEAT12, SEAT21,NULL,Seats,SEAT04: Recliner Adjustment - Controls DTU/Poor Location,D,,,,,,,,,,,,,,,
WMWXP5C54G2D14358,2D14358,WMWXP5C5G2,2799780H,MINI,Cooper,MINI Cooper 2dr Hbk,10/21/15,F56,77.29 Oxford,B36M,AUT,DEEP BLUE METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0223; 0249; 0255; 0258; 02F2; 02VB; 0300; 0383; 03AG; 0423; 0450; 0473; 0481; 04C1; 04EP; 04NE; 04V9; 04VA; 0507; 0521; 0534; 0544; 0550; 0563; 05A2; 05DD; 0645; 0693; 0697; 06AD; 06FP; 06NE; 06NM; 0785; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,6,"SEAT02, SEAT04, SEAT06, SEAT12, SEAT21,NULL,Seats,SEAT06: Lumbar Support Adjustment - Controls DTU/Poor Location,D
WMWXP5C54G2D14358,2D14358,WMWXP5C5G2,2799780H,MINI,Cooper,MINI Cooper 2dr Hbk,2015-10-21,F56,77.29 Oxford,B36M,AUT,DEEP BLUE METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0223; 0249; 0255; 0258; 02F2; 02VB; 0300; 0383; 03AG; 0423; 0450; 0473; 0481; 04C1; 04EP; 04NE; 04V9; 04VA; 0507; 0521; 0534; 0544; 0550; 0563; 05A2; 05DD; 0645; 0693; 0697; 06AD; 06FP; 06NE; 06NM; 0785; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,6,SEAT02", SEAT04, SEAT06, SEAT12, SEAT21,NULL,Seats,SEAT12: Folding/Stowable Seat - Controls DTU/Poor Location,D,,,,,,,,,,,,,,,
WMWXP5C54G2D14358,2D14358,WMWXP5C5G2,2799780H,MINI,Cooper,MINI Cooper 2dr Hbk,10/21/15,F56,77.29 Oxford,B36M,AUT,DEEP BLUE METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0223; 0249; 0255; 0258; 02F2; 02VB; 0300; 0383; 03AG; 0423; 0450; 0473; 0481; 04C1; 04EP; 04NE; 04V9; 04VA; 0507; 0521; 0534; 0544; 0550; 0563; 05A2; 05DD; 0645; 0693; 0697; 06AD; 06FP; 06NE; 06NM; 0785; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,6,"SEAT02, SEAT04, SEAT06, SEAT12, SEAT21,NULL,Seats,SEAT21: Seat Belt Buckle/Release - Controls DTU/Poor Location,D
WMWXP5C54G2D14358,2D14358,WMWXP5C5G2,2799780H,MINI,Cooper,MINI Cooper 2dr Hbk,2015-10-21,F56,77.29 Oxford,B36M,AUT,DEEP BLUE METALLIC,K9 LEATHERETTE                  ,E1 E1 CARBON BLACK,01CA; 0205; 0223; 0249; 0255; 0258; 02F2; 02VB; 0300; 0383; 03AG; 0423; 0450; 0473; 0481; 04C1; 04EP; 04NE; 04V9; 04VA; 0507; 0521; 0534; 0544; 0550; 0563; 05A2; 05DD; 0645; 0693; 0697; 06AD; 06FP; 06NE; 06NM; 0785; 0823; 0842; 0845; 0850; 0853; 08KL; 08SM; 08TN; 0925; 0992; 09AA,6,SEAT02", SEAT04, SEAT06, SEAT12, SEAT21,NULL,Seats,SEAT22: Seat Belt Locks Up Inappropriately/Won't Retract,M,,,,,,,,,,,,,,,
WBA8Z5C58GG501603,G501603,WBA8Z5C5GG,2852510D,BMW,3 Series,BMW 3 Series Gran Turismo 4dr Hbk,11/30/15,F34,02.04 Dingolfing,N26,AUT,MIDNIGHT BLUE METALLIC,LC LEDER DAKOTA,OM OYSTER/ AKZENT OYSTER DUNKEL(SW),01CA; 01CB; 0216; 0248; 0255; 0258; 02A5; 02TB; 02VB; 0302; 0319; 0322; 03AG; 03DZ; 0402; 0423; 0430; 0431; 0459; 0481; 0488; 0493; 0494; 0496; 04FU; 04NE; 0502; 0508; 0520; 0521; 0534; 0544; 0563; 0575; 05DS; 0609; 0645; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08TN; 0925; 0992; 0993; 09AA,2,"INT23, INT34",Interior,INT23: Center Console Storage - DTU,D,NULL,2500,No,,,,,,,,,,,,,,,,,
WBA8Z5C58GG501603,G501603,WBA8Z5C5GG,2852510D,BMW,3 Series,BMW 3 Series Gran Turismo 4dr Hbk,11/30/15,F34,02.04 Dingolfing,N26,AUT,MIDNIGHT BLUE METALLIC,LC LEDER DAKOTA,OM OYSTER/ AKZENT OYSTER DUNKEL(SW),01CA; 01CB; 0216; 0248; 0255; 0258; 02A5; 02TB; 02VB; 0302; 0319; 0322; 03AG; 03DZ; 0402; 0423; 0430; 0431; 0459; 0481; 0488; 0493; 0494; 0496; 04FU; 04NE; 0502; 0508; 0520; 0521; 0534; 0544; 0563; 0575; 05DS; 0609; 0645; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08TN; 0925; 0992; 0993; 09AA,2,"INT23, INT34",Interior,INT34: Cup Holders - DTU,D,NULL,2500,No,,,,,,,,,,,,,,,,,
WBA8E3C58GK503381,K503381,WBA8E3C5GK,2852894N,BMW,3 Series,BMW 3 Series 4dr Sdn,1/19/16,F30,01.01 M�nchen,N26,AUT,GLACIERSILBER METALLIC,LC LEDER DAKOTA,L5 KORALLROT/AKZENT SCHWARZ,01CA; 01CB; 0216; 0248; 0255; 0258; 02A5; 02TB; 02VB; 0302; 0319; 0322; 03AG; 03DZ; 0403; 0423; 0430; 0431; 0459; 0465; 0481; 0488; 0493; 0494; 0496; 04FW; 04NE; 0508; 0521; 0534; 0544; 0552; 0563; 0575; 05A1; 05AC; 05AG; 05AP; 05AS; 05DL; 05DS; 0609; 0645; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08S4; 08TH; 08TN; 0925; 0992; 0993; 09AA,2,"AEN06, AEN07",Audio/Communication/Entertainment/Navigation (ACEN),AEN06: Built-in Voice Recognition Frequently Doesn't Recognize/Misinterprets Commands,D,NULL,2000,No,,,,,,,,,,,,,,,,,
WBA8E3C58GK503381,K503381,WBA8E3C5GK,2852894N,BMW,3 Series,BMW 3 Series 4dr Sdn,1/19/16,F30,01.01 M�nchen,N26,AUT,GLACIERSILBER METALLIC,LC LEDER DAKOTA,L5 KORALLROT/AKZENT SCHWARZ,01CA; 01CB; 0216; 0248; 0255; 0258; 02A5; 02TB; 02VB; 0302; 0319; 0322; 03AG; 03DZ; 0403; 0423; 0430; 0431; 0459; 0465; 0481; 0488; 0493; 0494; 0496; 04FW; 04NE; 0508; 0521; 0534; 0544; 0552; 0563; 0575; 05A1; 05AC; 05AG; 05AP; 05AS; 05DL; 05DS; 0609; 0645; 0655; 0676; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08S4; 08TH; 08TN; 0925; 0992; 0993; 09AA,2,"AEN06, AEN07",Audio/Communication/Entertainment/Navigation (ACEN),AEN07: Built-in Bluetooth Mobile Phone/Device Frequent Pairing/Connectivity Issues,D,NULL,2000,No,,,,,,,,,,,,,,,,,
WBA8B3G55GNT63081,NT63081,WBA8B3G5GN,2852034D,BMW,3 Series,BMW 3 Series 4dr Sdn,11/16/15,F30,70.01 Rosslyn,B58M,AUT,GLACIERSILBER METALLIC,KC SENSATEC 1,SW SCHWARZ,01CA; 01CB; 0216; 0255; 0258; 02A5; 02TB; 02VB; 0302; 0319; 0322; 03AG; 03DZ; 03L8; 0403; 0423; 0430; 0431; 0459; 0465; 0481; 0488; 0493; 0494; 04FT; 04NE; 0508; 0521; 0534; 0544; 0563; 0575; 05A1; 05A2; 05DS; 0609; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08R9; 08TN; 0925; 0992; 0993; 09AA,11,"EXT24, DEXP09, FCD17, FCD31, FCD38,NULL, SEAT97, HVAC08, INT04
WBA8B3G55GNT63081,NT63081,WBA8B3G5GN,2852034D,BMW,3 Series,BMW 3 Series 4dr Sdn,2015-11-16,F30,70.01 Rosslyn,B58M,AUT,GLACIERSILBER METALLIC,KC SENSATEC 1,SW SCHWARZ,01CA; 01CB; 0216; 0255; 0258; 02A5; 02TB; 02VB; 0302; 0319; 0322; 03AG; 03DZ; 03L8; 0403; 0423; 0430; 0431; 0459; 0465; 0481; 0488; 0493; 0494; 04FT; 04NE; 0508; 0521; 0534; 0544; 0563; 0575; 05A1; 05A2; 05DS; 0609; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08R9; 08TN; 0925; 0992; 0993; 09AA,11,EXT24", DEXP09, FCD17, FCD31, FCD38,NULL, SEAT97, HVAC08, INT04,,,,,,,,,,,,,,,
WBA8B3G55GNT63081,NT63081,WBA8B3G5GN,2852034D,BMW,3 Series,BMW 3 Series 4dr Sdn,11/16/15,F30,70.01 Rosslyn,B58M,AUT,GLACIERSILBER METALLIC,KC SENSATEC 1,SW SCHWARZ,01CA; 01CB; 0216; 0255; 0258; 02A5; 02TB; 02VB; 0302; 0319; 0322; 03AG; 03DZ; 03L8; 0403; 0423; 0430; 0431; 0459; 0465; 0481; 0488; 0493; 0494; 04FT; 04NE; 0508; 0521; 0534; 0544; 0563; 0575; 05A1; 05A2; 05DS; 0609; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08R9; 08TN; 0925; 0992; 0993; 09AA,11,"EXT24, DEXP09, FCD17, FCD31, FCD38,NULL, SEAT97, HVAC08, INT04
WBA8B3G55GNT63081,NT63081,WBA8B3G5GN,2852034D,BMW,3 Series,BMW 3 Series 4dr Sdn,2015-11-16,F30,70.01 Rosslyn,B58M,AUT,GLACIERSILBER METALLIC,KC SENSATEC 1,SW SCHWARZ,01CA; 01CB; 0216; 0255; 0258; 02A5; 02TB; 02VB; 0302; 0319; 0322; 03AG; 03DZ; 03L8; 0403; 0423; 0430; 0431; 0459; 0465; 0481; 0488; 0493; 0494; 04FT; 04NE; 0508; 0521; 0534; 0544; 0563; 0575; 05A1; 05A2; 05DS; 0609; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08R9; 08TN; 0925; 0992; 0993; 09AA,11,EXT24", DEXP09, FCD17, FCD31, FCD38,NULL, SEAT97, HVAC08, INT04,,,,,,,,,,,,,,,
WBA8B3G55GNT63081,NT63081,WBA8B3G5GN,2852034D,BMW,3 Series,BMW 3 Series 4dr Sdn,11/16/15,F30,70.01 Rosslyn,B58M,AUT,GLACIERSILBER METALLIC,KC SENSATEC 1,SW SCHWARZ,01CA; 01CB; 0216; 0255; 0258; 02A5; 02TB; 02VB; 0302; 0319; 0322; 03AG; 03DZ; 03L8; 0403; 0423; 0430; 0431; 0459; 0465; 0481; 0488; 0493; 0494; 04FT; 04NE; 0508; 0521; 0534; 0544; 0563; 0575; 05A1; 05A2; 05DS; 0609; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08R9; 08TN; 0925; 0992; 0993; 09AA,11,"EXT24, DEXP09, FCD17, FCD31, FCD38,NULL, SEAT97, HVAC08, INT04
WBA8B3G55GNT63081,NT63081,WBA8B3G5GN,2852034D,BMW,3 Series,BMW 3 Series 4dr Sdn,2015-11-16,F30,70.01 Rosslyn,B58M,AUT,GLACIERSILBER METALLIC,KC SENSATEC 1,SW SCHWARZ,01CA; 01CB; 0216; 0255; 0258; 02A5; 02TB; 02VB; 0302; 0319; 0322; 03AG; 03DZ; 03L8; 0403; 0423; 0430; 0431; 0459; 0465; 0481; 0488; 0493; 0494; 04FT; 04NE; 0508; 0521; 0534; 0544; 0563; 0575; 05A1; 05A2; 05DS; 0609; 0645; 0655; 0688; 0697; 06AC; 06AE; 06AK; 06AM; 06AP; 06NH; 06WA; 0775; 07AC; 0823; 0842; 0845; 0853; 08KL; 08R9; 08TN; 0925; 0992; 0993; 09AA,11,EXT24", DEXP09, FCD17, FCD31, FCD38,NULL, SEAT97, HVAC08, INT04,,,,,,,,,,,,,,,
