,Make,Series,Verbatim,Score
2273,BMW,2 Series,trying if phone is problem.,-0.4019
2274,BMW,2 Series,"At the B Pillar the black trim is slightly off on each side. But I saw another M2, it had the same issue. Not significant, but I paid $72K out the door for the car, expected perfection on the build.",0.7543
2275,BMW,2 Series,"I have the BMW M-Performance Exhaust . After a track day the exhaust slides forward and rattles terribly on startup. Brought to the dealer, problem reoccured twice . The clamp keeps coming loose. Also since Day 1 the M-Performance Exhaust has a slight rattle on cold-start. This is a known issue, they are supposedly correcting this for future buyers.",-0.9217
2276,BMW,X4,The location of the guidance control knob is too close to passenger seat. There should be a locking mechanism on the control knob.,0.0
2277,BMW,4 Series,Wi-Fi has not been operational,0.0
2278,BMW,3 Series,: When phone connected via Bluetooth the audio can sometimes be VERY distorted,-0.5756
2279,BMW,3 Series,"Strange location, adjacent to 12 v power port",-0.2023
2280,BMW,3 Series,"The door seals on all 4doors squeak like a fat guy in leather pants when the car flexes going up a ramp, driveway, speedbump, or anything that twists the vehicle.  Dealer stated they couldn't replicate the issue.",0.3612
2281,BMW,3 Series,"Leak in the tire during first few days upon receipt.  Dealer fixed, unsure if was a mounting issue or road defect that happened to occur n the first 50miles, but seems unlikely.",-0.4404
2282,BMW,3 Series,: Poor audio quality via Bluetooth audio.,-0.4767
2283,BMW,3 Series,"It was fixed after it was reported but still was not working after the """"repair""""",0.0
2284,BMW,3 Series,Likely a fuse out.  Will have the dealer fix at first maintenance interval.,0.0
2285,BMW,7 Series,Cannot download and store cd's to the cd system. It is much harder than my 750Li series. Not self explanatory : Only downloading ths cd's to the memory,0.0
2286,BMW,7 Series,Some times it now works good,0.4404
2287,BMW,7 Series,too many steps,0.0
2288,BMW,X1,Brakes almost sound like there is sand on the brake pads which is rubbing - really bad backing up.,-0.2944
2289,BMW,X1,The speed that is set for cruise is impossible to see when driving the car. . . unless I lean forward 1-2'.  Really annoying!,-0.5081
2290,BMW,X1,"The driver information screen on the dashboard is too small an is totally obstructed by the steering wheel where I have it positioned.  This particularly problematic when trying to see the speed setting for cruise.  It is the single biggest design failure in the car.  If that 1'x2' box were at the top of the screen instead of the bottom, there would be no issues.  This design flaw is really irritating .",-0.8803
2291,BMW,X1,: It seems that the 3G service was constantly updating making it difficult to get to some services in a timely manner.,-0.3612
2292,BMW,X1,"In the front seat, the cup holders in the center console are difficult to reach, require tipping to get in  and don't fit some containers.  The door holders - both front and back don't hold any containers effectively.  Everything that gets put into those spaces falls down, slides around and makes noise.",-0.1556
2293,BMW,X1,I'm extremely meticulous with keeping my car clean and any little brush/touch of most of the interior materials causes scuffs .,0.4019
2294,BMW,X1,Noise starts when I initially start vehicle,0.0
2295,BMW,X1,The sensor works sporadically so it's difficult to rely on using it!,-0.4714
2296,BMW,X1,"It's difficult because if I want to open the rear door for a kid or to put my bags, I have to touch the front door handle first... why? Why can't the back door just open when I touch the back handle?  Also, the sensor for the back hatch to open when I swipe my foot under the car for the sensors - works sporadically",-0.3736
2297,BMW,X1,The cup holders are too far forward to make it easy to use. They are also too close together  so the cups in the holders hit each other and clang.,0.4404
2298,BMW,X1,Multiple times when entering or existing the car because of the location I hit the change seat control in error.,-0.4019
2299,BMW,X1,The center storage between seats is difficult to use based on the placement- it is too far back.  Also- there should be a divider in the center to help make the space more user friends.,0.5542
2300,BMW,X1,In addition to being in a poor location the cup holder could be slightly deeper to help stabilize the bottles/cups.  Also- when pulling them out you almost have to tip taller sizes because there is no overhead space because of where it is placed.,-0.4336
2301,BMW,X1,Cannot locate sensor consistently,0.0
2302,BMW,X1,Lasted only first month or so. Now there is no smell.,-0.296
2303,BMW,3 Series,the truck button is in an awkward and hard to find place.  It is not convenient.,-0.25
2304,BMW,3 Series,same as on former page,0.0
2305,BMW,3 Series,Has a hard time hearing numbers,-0.1027
2306,BMW,3 Series,": The car has frozen three times and I haven't been able to get it into gear.  I have been advised to step very hard on the brake to correct this.  So far, it has always worked to do this.  I always step on the brake when starting the car, but possibly not hard.",-0.3369
2307,BMW,3 Series,"It's easier to put the location in my phone GPS than the car as it's so slow to operate and find locations.  By the time I type in the address, I could already be driving and using my phone GPS.",0.4215
2308,MINI,Cooper,Need additional info available in owners manual...,0.0
2309,MINI,Cooper,Voice commands are diffucult to set dealing with navigation system...,0.0
2310,MINI,Cooper,: Somewhat weak bluetooth signal that impacts audio quality. This happens infrequently. Hasn't occured in awhile.,-0.3832
2311,MINI,Cooper,Only happens occasionally,0.0
2312,MINI,Clubman,Yellowish hue,0.0
2313,MINI,Cooper,I have bonnet racing stripes .  dirt or bugs that have hit the stripe leave a permanent mark,-0.3818
2314,MINI,Cooper,Its more difficult that GM systems to figure out how to store home locations.  Traffic flow system are also not as good as GM when their system is integrated with Satellite Nav/Traffic features,-0.6368
2315,MINI,Cooper,Low level rattle/buzz.  Hard to pinpoint where within the dash assembly,-0.3612
2316,MINI,Cooper,The floor attachment point for the mat gives back a feeling of not well fixed to the floor if you happen to step or rest your foot on it,0.223
2317,MINI,Cooper,Just an odd smell of new materials in a car.  I have had other new cars and they smell better,0.1531
2318,MINI,Cooper,"The """"new car smell"""" was very strong, to the point of being unpleaseant",0.5563
2319,MINI,Cooper,": when phone connected via blue tooth, radio stopped working",-0.2263
2320,MINI,Cooper,I have driven other brand cars that have much easier and more user friendly  GPS NAV systems.  I'm sure once I get used to the somewhat awkward way of entering and engaging a route I will get used to it.,0.8648
2321,MINI,Clubman,Small tare in driver seat dealer fixed fast and free : I had a small tear In the drivers seat noticed first night took back to dealer and they fixed it free and fast,0.765
2322,MINI,Cooper,"It's in the right place but the rim of it gets in the way of pressing it. Plus, I've had to press hard to honk. I've never experienced that with my previous cars: Sierra truck,Yukon, Ford Tempo, or Mazda Mpv. I guess I just have to get used to it.",-0.1531
2323,MINI,Cooper,The defroster works but it doesn't clear quickly.,-0.4168
2324,MINI,Cooper,I went through one of those car washes where you stay in the car.  there was one drip of water that was on the inside of the driver side window,0.0
2325,MINI,Cooper,it used to shut down when I came to a stop but it doesn't anymore.,-0.1531
2326,MINI,Cooper,"They sometimes have a high pitch squeel when brake is allpied, when backing up.",0.0258
2327,MINI,Clubman,The plastic component which covers the key slot fell off. I took the car to the dealership and the whole driver side handle was replaced.,0.0
2328,MINI,Clubman,Does not understand 'home'.,0.0
2329,MINI,Cooper,"When the driver or passenger have their seatbelts on, it can be difficult to find the recline adjuster. When first getting the car I mistook the lumbar adjustment for the recliner because the recliner was hidden by the seatbelt.",-0.3612
2330,MINI,Cooper,"The lowest setting is very hot - it heats up quickly which is great, but I do not keep in on for long.",0.1901
2331,MINI,Cooper,The wheel cover panel lifts up easily and locks in place to put things in the hidden compartment below - but its difficult to close again.  It must be taken out and repositioned to close again.,-0.3716
2332,BMW,i3,": 1)  I try to turn off the proximity warnings associated with the Park Assist feature.   No way to turn it off permanently.  The alarm rings any time I go into a drive-through, or enter my garage.  Incredibly annoying 2)  Cruise control is adaptive, but allows far too much space between cars for normal traffic.  Can't set it to a shorter """"follow"""" distance",-0.5989
2333,BMW,i3,"1)  I try to turn off the proximity warnings associated with the Park Assist feature.   No way to turn it off permanently.  The alarm rings any time I go into a drive-through, or enter my garage.  Incredibly annoying 2)  Cruise control is adaptive, but allows far too much space between cars for normal traffic.  Can't set it to a shorter """"follow"""" distance",-0.5989
2334,BMW,i3,"Mis-interprets street names.   When I say """"call"""", it sometimes pulls up another menu Inconsistently doesn't recognize certain names",-0.2057
2335,BMW,i3,"Randomly doesn'[t recognize that the device is connected, and then won't connect the device when i try to do so.  Sometimes is corrected by turning the car off and on Restarts an iTunes playlist, instead of continuing from the place where I was listening before I got into the car.  Again, this just randomly happens",0.0
2336,BMW,i3,appears to be the center section of the wooden dashboard around the Nav screen,0.0
2337,BMW,7 Series,: left outside mirror has dropped down when engaging the car in Reverse three or four times since purchase.  Nobody knows why - should never happen,0.34
2338,BMW,7 Series,"I have a rotator cuff problem, so doing anything with a screen is painful, and I haven't achieved competence in making the voice commands work.  Need to go to school on that one - as there is no manual to read",-0.7783
2339,BMW,7 Series,"The controls for memory seats are not recessed enough.  My knee hits the SET button frequently, and I get a message to fix the problem.  I have received that message abot 20 times in 2000 miles.  Tired of it,  No fix except to tuck those controls away so a random knee does not change the setting",-0.7783
2340,BMW,7 Series,": In cooler weather, the area of my left leg is consistently too cool.  Will have to figure out why, but have not done so yet. I discovered within days of delivery that I will have to install a 3M or similar film to keep from being cooked in the car. For 90 big ones, BMW should do that in Texas without asking.",0.1655
2341,BMW,7 Series,"It is truly a glove box, as nothing else but a pair of gloves can fit in it.  No room for any of the various manuals, and just barely enough room for a small packet of Kleenex.",0.34
2342,BMW,7 Series,"I find the car more difficult to enter and exit than the Lexus LS 430 I owned - mostly because seats are lower and headroom is tighter.  So shoes come in contact with the inside of the door, and my left side back pocket buttons scrape the seat leather on every exit.  Shoes hit the inside door panel on both entrance and exit.  Good news is the spots seem to be easy to clean off.  That seat is so low that BMW needs to put a hand assist pad, like the Porsche, on the inside of both front seat doors.",0.7555
2343,BMW,X1,"There is no manual intermittent wiper control.  In it's place is an 'auto' function.  The auto function is terrible, hardly ever correct at determining when the windshield needs wiping.  WHEN YOU ADD A NEW AUTO FEATURE, DO NOT DELETE THE MANUAL CONTROL UNTIL THE 'AUTO' FUNCTION IS FLAWLESS!!  Also the windshield wiping pattern is poor.  The sweep of the right windshield wiper ends right in the middle of the driver's prime vision area.  And somehow, this ends up always leaving a little smudge on the windshield at that exact spot.  Hard to describe, and not devastating -- 6 out of 10 on the annoyance scale -- but I would have hoped for better.",0.8187
2344,BMW,X1,"The worst problem with the car.  The tailgate keeps opening erratically -- presumably because the button is being activated inadvertently while the key fob is in my pocket.  A few weeks ago, I returned to my car after a stroll in downtown Truckee, CA to find my tailgate wide open, showing all of my luggage and other belongings!  The key fob has a range of at least 40 yards, so it must have happened half way down the block when I bent over to pet a dog.  There is currently no way to disable this, although the obvious and easy solution is to add a 'disable' entry to the existing menu for the tailgate button.",-0.7901
2345,BMW,X1,"Not sure if this is the correct area for this problem, but here goes.  Control of the instrument panel lighting is terrible -- this includes the climate control display as well.  During twilight or other intermediate lighting conditions, things go crazy.  For example, the speedometer and tach are lit, but the needle on the gas gauge is left dark, effectively making it disappear in the dimming ambient light.  As mentioned previously, there are many times that the climate control is totally unreadable.  There appear to be two problems -- 1) each component has its own idea of how dark it is, so some items adjust their brightness while others don't, and 2) the calibration on the outside ambient light detector is totally bogus, causing the instrument panel lighting to adjust in a completely incomprehensible manner -- usually dimming the display way too early given the current sunlight conditions.  ",-0.5665
2346,BMW,X1,": Two issues: 1) It works in 2 degree F increments, should work in 1 degree increments. 2) Control of the brightness of the climate control display is abysmal.  Problem happens at twilight or other 'intermediate' light situations.  The system dims the display -- thinking it's dark, I suppose -- but the end result is that the display is so dim as to be unreadable.",-0.0129
2347,BMW,X1,"Too slow, often poor recognition, poor/inconsistent menu structure.  For instance, I can use voice input for numbers if I give the audio 'street number' command, but cannot use voice input if I push the 'street number' menu selection.",-0.1154
2348,BMW,X1,"The small 'glove box' type storage box on the far left of the dashboard is slightly misaligned, making it hard to easily open.  A minor problem.",-0.1779
2349,BMW,X1,Same issue as previous page.,0.0
2350,BMW,3 Series,"Milky area in paint that looks like a buffing problem from the factory, I will have the dealer address when its in for service.",-0.0516
2351,BMW,3 Series,"Rear exhaust sometimes rattles on start up, then goes away when warm.",-0.0772
2352,BMW,X4,When coming to a stop there is a vibration.,-0.296
2353,BMW,X4,There is a lot of brake dust,0.0
2354,BMW,X4,Seems BMW's front windshields tend to fog up when starting the car...,0.0
2355,BMW,3 Series,"Again, speedometer is not real calibrated to tell u how fast you are moving.  It needs a digital speedo. : Gauge cluster hard to read, no digital speedometer avail.",-0.3818
2356,BMW,3 Series,": The amount of air coming out rear vents is very low, so does not heat or cool enough.",-0.5195
2357,BMW,3 Series,": The amount of air coming out rear vents is very low, so does not heat or cool enough.",-0.5195
2358,BMW,3 Series,Poor braking.  Brakes nodt surrfciently large.  Replaced std. brakes with M-brakes-expensive.  ?DThis solved problem.  Original brakes worse than '99 528 brakes.  Bmw should fix problem.,-0.802
2359,BMW,3 Series,The indicator light on my side mirrors is not very bright. It is especially difficult to see on a sunny day.,-0.385
2360,BMW,3 Series,"Whenever I set my drivers seat position, if automatically reverts back to a setting my husband made when we first got the car. It being my car, I have tried several times to re-set the seat position to mine, but it won't change",0.0
2361,BMW,3 Series,I have tried using the navigation system a few times verbally and it usually does not get the correct name or street address.  I end up using my cell phone which responds to verbal commands much better.  I also find that the system responses are difficult to hear when driving with the window open,0.1027
2362,BMW,3 Series,When I initially start the car after it has been sitting in the hot Florida sun the A/C pressure is very low.  Until I'm driving for a while and at an accelerated speed the A/C doesn't kick on to full pressure to cool down quickly.,-0.5413
2363,BMW,3 Series,": the interior trunk release is located in an extremely inconvenient location way down on the left of the driver's side practically in the footwell, not far above from the hood release.  It's a fine location for the hood release, which is not frequently used, but the trunk release is a commonly used feature and should be more conveniently located either higher up on the driver's side or somewhere on the center stack or console.  Even a glove-box located trunk release is preferable to the present location.",-0.1145
2364,BMW,3 Series,"rear brakes have a backing plate that gets rocks and debris caught it in it that causes loud scraping, scratching metal sound that is horrendous.  The company apparently has a third version of the backing plate upgrade at this point but according to my dealer, my vehicle was built and shipped with the most recent version of the backing plate.  Suggested that I gently bend the backing plate by hand to release any rocks or pebbles that get caught and cause the scraping, scratching sound.  Common problem.",0.5789
2365,BMW,3 Series,"Once programmed the seat does not save the adjustment, and if by chance it does work it doesn't adjust to the new driver. We have not spoke. To the Gemious about it so it may be user error.",-0.5152
2366,BMW,3 Series,"Difficult to see HUD with polarized sunglasses, which I always wear during daytime driving.",-0.3612
2367,BMW,3 Series,"Always connects, but sometimes music audio works, sometimes it doesn't. When it doesn't, I have to plug in via USB. Phone calls always work. Just audio. There are other misc Bluetooth bugs as well related to audio. For example, if I get a call while listening to music, sometimes the song resumes where it left off; sometimes, it starts at the beginning. The screen frequently loses album art, as if the phone reconnected. When attempting to scroll through songs with wheel on steering wheel, often times, the HUD will say something like searching, only to return nothing. Usually works after second attempt. Generally speaking Bluetooth audio is buggy.",0.4497
2368,BMW,3 Series,"the steering wheel made a groaning sound at times when turning, usually noticeable at low speeds. I took the car to BMW service who replaced a part on the steering column and the problem was solved.",-0.4019
2369,BMW,3 Series,"I will ask it to call certain people in my contacts or to call """"Home"""" and it will  not recognize any numbers, at times.",0.2732
2370,BMW,3 Series,"averaging 16 mpg city driving, using AC often",0.0
2371,BMW,5 Series,Notices significant noises on the first warm day when the car sat in the sun for the afternoon.  The noise seemed to get worse as the HVAC started to cool the car and then totally disappeared after the temperature inside the car normalized.,-0.0754
2372,BMW,5 Series,"Difficult to understand exactly how to activate the system. Button must be pressed, car driven slowly, not certaiwhen it finds a parking space. Just generally difficult to use.",-0.6124
2373,BMW,5 Series,"at times, upon starting vehicle driver belt will not release,  until vehicle is out of parked mode",0.0
2374,BMW,5 Series,"I simply can't understand when my vehicle is in """"standby"""" or """"off"""". Very frustrating.",-0.4927
2375,BMW,5 Series,At times the caller and recipient have totally muffled voices. When I hang up and call again the problem usually clears.,-0.34
2376,BMW,7 Series,Wind noise at highway speeds disappointing,-0.4939
2377,BMW,7 Series,Road noise excessive for this price range/quality car,0.0
2378,BMW,7 Series,": Brakes seem to thump when releasing upon braking hard. Could be normal part of design since both 7 's I have leased have done this. Excessive drifting at highway speeds, hard to keep centered in lane, lane correction constantly engaging. Did not notice drifting on previously owned 750. Previous car seemed to require less effort to maintain in lane. This is my biggest disappointment in this vehicle. This drifting becomes fatiguing and tiresome when on long road trip",-0.5994
2379,BMW,7 Series,Annoying to use. Haven't figured out how to turn off,-0.4019
2380,BMW,7 Series,Hard to distinguish symbols designating heat or cool fromeach other,0.2263
2381,BMW,7 Series,: Sometimes bumping feeling on acceleration from standing still. Both 7's that I leased did this. Could be normal part of design,0.128
2382,BMW,X1,the seats are a bit tight,0.0
2383,BMW,X1,the leather seats kind of smell little unpleasant but its not too bad though,0.4351
2384,BMW,X1,: Kick activated hatch doesn't always respond to my kicks under the bumper.,0.0
2385,BMW,X1,: Memory seat setting is not governed by the key used to enter the vehicle.,0.0
2386,BMW,X1,No comment,-0.296
2387,BMW,X1,Small storage compartment to the left of steering wheel constantly jams and won't open.,0.0
2388,BMW,X1,Too small for YETI cups,0.0
2389,BMW,5 Series,Squeaks/rattles in passenger seat when not occupied.  Sporadic.,0.0
2390,BMW,5 Series,While stopped at a light the car sometimes starts and stops several times.,-0.3612
2391,BMW,5 Series,5/15/17 BMW NW  IS WORKING ON REPLACING MY FRONT PASSENGER DOOR HANDLE AND WORKING ON FIX THE DRIVER REAR PASSENGER INSIDE DOOR PANEL. ITS MISALIGNED.? THANKS,0.5622
2392,BMW,5 Series,"I've had this feature before in other cars, but this one is hard to use, won't always work and is difficult to understand. It worked one time for me and I have not been able to get it to work again.",-0.5927
2393,BMW,X1,": Rain sensor for windshield wipers is extremely sensitive.  As a result, there is no intermittent speed -- either the wipers are on or their off, regardless of the setting.  This is a known issue with BMW wipers.",-0.296
2394,BMW,X1,It's just annoying.  Two pieces; hard to put on and take off.,-0.4767
2395,BMW,X1,: I open the tailgate to get some things in or out. Sometimes tailgate closes itself unexpectedly.,0.0
2396,BMW,X1,"I wish this vehicle has more reduction from outside noises: I can hear noise from tires and noise from loud vehicles driving nearby. It is not that terrible, but I wish noise reduction would be better: minus few dB's.",0.8758
2397,BMW,X1,on the driver side I can see the inside of the door,0.0
2398,BMW,X1,It is too difficult to hit it. Too hard and in poor location to hit it,-0.7184
2399,BMW,X1,It is hard to understand how to turn on the ac and bring the power up,-0.1027
2400,BMW,X1,It is reaping off on driver side. seems like not a good quality,0.0243
2401,BMW,X1,inaccurate whereas other smartphione gps are superior,0.5423
2402,BMW,X1,Use of foot to open lift gate is a challenge,0.0772
2403,BMW,X1,Jean materials scuff/stain the seats.,0.0
2404,BMW,X1,marks appear on dashboard easilu,0.0
2405,BMW,X1,"hands free opening is problematic -- works sometimes, doesn't work other times  -- generally takes several attempts.  You have to be in the PERFECT position.",0.7034
2406,BMW,X1,"excessive"""" is a strong term, but there is a bit more road noise than I expected",0.2846
2407,BMW,X1,controls not intuitive,0.0
2408,BMW,X1,"hands free tailgate entry usually opens, but takes several tries; drivers door finger touch pad doesn't work for me, but works for Lori; windshield wiper controls are not intuitive",0.2846
2409,BMW,X1,The interior button is located on the driver door and is awkward to me. The button on the key chain has to be held down for a prolonged time to engage,0.2023
2410,BMW,X1,Cannot see the display with mileage & outside temperature. It is located behind the steering wheel and I have to sit up and look over the wheel if I want to glance at the info. Odd it is placed so low,-0.5777
2411,BMW,X1,: Volume on the speakers is very low until turned up past halfway,-0.3384
2412,BMW,X1,White leather seats pickup the color of my dress slacks easily. Need to clean the seats often,0.6249
2413,BMW,X1,Only big enough to hold the manual. Even a small wallet won't fit in with the manual,-0.2755
2414,BMW,X1,Not alot of space to store anything,0.0
2415,BMW,X1,Insulated coffee cups too large for the cup holders. Even smaller cups that do fit it is awkward to place and remove a lidded beverage. Requires a tilt to place/remove the cup. Just weird to me,0.0516
2416,BMW,X3,"The connection with iPhone 7 is poor and disconnects all the time, this has not been solved by bmw yet",-0.6012
2417,BMW,X3,The intermittent setting is computer controlled.  There should be a manual control for the intermittent settings.  The computer does not do well in sleet and light snow.,-0.2057
2418,BMW,X3,The car should automatically unlock when put into park like all other cars.,0.3612
2419,BMW,X3,"When slowing down, it should not apply the brake.  I would rather coast down to the lower speed, saving gas and brake wear.",-0.296
2420,BMW,X3,There should be a digital read out option,0.0
2421,BMW,X3,"When plugging in a USB adaptor, it does not work in the front dash location but works in all the other locations.  After doing some research on your forum, I found out that you use two styles of plugs and the European style is a bit longer and won't work with American adaptors.  Why use two different styles of plugs in one car?  Why put a European style in a car that is built and sold in the US?",0.0
2422,BMW,X3,"The pre-set stations are different from the preset buttons and the steering wheel button """"wheel"""" handles the preset stations, but sometimes handles different presets.  Very confusing for a simple operation.",-0.4194
2423,BMW,X3,I don't understand why my seat does not automatically go to my setting when I enter the vehicle with my fob.,0.0
2424,BMW,X3,"Hard to memorize how to change between backup cameras.  And doesn't tell me that it is searching for a space until it's already found one, so I can't always use it to parallel park.\",-0.1027
2425,BMW,X3,It's not clear where to place the foot in order for it to open. Out of the 20 times i tried it maybe it worked twice.,-0.2924
2426,MINI,Cooper,items easily slide out; may adive on either have it slighty tilted or with rubber mat/lip,0.34
2427,MINI,Cooper,I can not figure out how to turn on fog lights and really don't know if I have headlight height adjustment and wouldn't know how to adjust them if I did.,0.0
2428,MINI,Cooper,"Rain sensor goes into hyper speed when it isnt neccessary, and doesnct slow down. Opted to not use it more often than not.",0.0
2429,MINI,Cooper,There doesnt seem to be any variation of hot for the 3 levels. They're all hot.,0.0
2430,MINI,Cooper,: Need to move seat up so i can engage the clutch and now this brings me me too close for accelerator and foot brake.,0.3976
2431,MINI,Cooper,Vent option control is too low to use while driving. Its dangerous. Floor vent does not warm my feet. It's cold in NH.,-0.2342
2432,MINI,Cooper,The secret compartment above the glove box in previous models not in 2017. I miss it.,0.1139
2433,MINI,Cooper,Side visor hits headrest of drivers seat when seat is raised. I have the seat moved fairly forward so there isn't enough clearance for the visor to be effective at all. Sad.,0.0
2434,MINI,Cooper,: Crackling sound when usimg bluetooth phone,0.0
2435,MINI,Cooper,Plastic center piece of the left foot rest  keeps falling out.,-0.1531
2436,BMW,X3,"NOT SURE HOW I AM NO LONGER ABLE TO SEE FUEL CONSUMPTION BUT IT IS NO LONGER THERE.  I USED THE BOOK TO LOCATE HOW TO ADJUST IT AND THE STEPS DO NOT REFLECT WHAT THE MONITORSAYS TO DO, . . . LEAVING ME UNABLE TO CHNAGE OR ADJUST IT.",-0.4118
2437,BMW,X3,"WHEN ENTERING THE CAR AND TURNING IT ON I HAVE TO ACCEPT AND CONNECT.  IT MAY GIVE ME A MESSGAE THAT IT CAN'T CONNECT OR IT MAY NOT.  ALSO, IF TALKING ON A CALL AND I STOP AND WANT TO LEAVE THE CAR THE CALL WON'T TRANSFER TO THE PHONE WHEN SELECTED AND MAY DROP THE CALL WHEN LEAVING THE CAR.",-0.1531
2438,BMW,X3,THE MATERIAL FOR THE FLOOR MATS HAS A BAD SMELL AND WHEN THE CAR ID HEATED IT REALLY SMELLS.,-0.5423
2439,BMW,X5,Vehicle makes more road noise than other vehicles we own.  Considering the price point that should not be the case.  My wife's Mercedes ML350 has much less road noise coming into the cabin,0.0
2440,BMW,X5,When accelerating engine over revs before shifting.  This does not happen often only rarely.,0.0
2441,BMW,X5,The tire lost pressure so the car's warning light came on.  Had to fill with air several times/,-0.7322
2442,BMW,X3,Darkening of mirrors almost prohibit vision : The drivers outside mirror and rear window turn a dark color and you can barely see outward in the dark,0.1832
2443,BMW,X3,"It does not necessarily leak into vehicle, however it pools inside the doors at the latch point and on the tailgate, it pools on the sides at the top, which when you open it, drips onto you before you are able to dry it.",0.4284
2444,BMW,X3,The dealership said it was the roads!,0.0
2445,BMW,X3,It seems to be a sporadic issue,0.0
2446,BMW,X3,"It may be the model, which is the Xline?  As the last X3 I had was a 2013",0.0
2447,BMW,X3,"The rear wiper indicates wash on the top and bottom, it is confusing if you just want to use wiper to remove rain",0.0516
2448,BMW,X3,"If you do not have the traditional clock illustrated on center screen, the digital numbers on the right lower side of dash are difficult to see",-0.5719
2449,BMW,X3,will not power up phone charger,0.0
2450,BMW,X3,"There is only the cig lighter in the front area of car.  My last X3 or my new X3 if never seems to work.  The outlet in the rear seat does not provide enough reach for the apple charge cord. to talk, if not on speaker",-0.0191
2451,BMW,X3,"If my daughter drives my car, and switches to her Blue Tooth setting,   Upon entry I find it does not auto pair with mine, even though she is no where near with her phone.   I have to go through motions",-0.296
2452,BMW,X3,"It just seems as though there should be more insulation strips in the doors, as even when it rains, the inside area of doors not car, get wet, it is very noticeable when opening door to get out as it  drips out at times.",0.0
2453,BMW,X3,"The storage compartment on the drivers side, left under steering wheel, does not seem to latch tightly, there are times I get in or out of vehicle, and bang my knee as it is dark, not lit and in a weird spot.",-0.1779
2454,BMW,X5,There was a blemish in the paint when it came from the factory. Gebhardt dealership fixed it!,0.0
2455,BMW,X5,I opened sun roof and it completely broke . Would not open or close . Dealer replaced motor and is fine now.,-0.3167
2456,BMW,X5,REAL TIME TRAFFIC NOT ENABLED WHEN PICKED UP.,0.0
2457,BMW,X5,trunk switch hard to press- does not react right away,-0.1027
2458,BMW,X5,It doesn't happen all the time but occasionally when I switch from Apple Carplay to Bluetooth it won't recognize my phone in the media section so I am not able to listen to my music from my phone.   Also when I am using Apple carplay and I try to use the Waze app on my phone it continuously switches from my satellite radio to apple carplay. Then I have to click back to my satellite radio. Once Waze gives another turn direction my satellite radio switches to apple Carplay.,0.0
2459,BMW,X5,Difficult to use and we have not invested much time to resolve the issue.  Sending maps to the car via google maps is much faster and easier than trying to get address information into the NAV system with voice commands. : We've never been able to use the voice commands with any measure of success.,0.765
2460,BMW,X5,The check engine light recently came on.  We are scheduling service to assess the problem.,-0.4019
2461,MINI,Clubman,Sometimes makes a squeaking noise when first opening in the morning.,0.0
2462,MINI,Clubman,sensor for opening trunk door with foot is temperamental and does not always open well.,-0.2057
2463,MINI,Clubman,air conditioning/defrost-excessive noise.,0.0
2464,MINI,Clubman,We told this to an agent for Mini that called and they said that fuel consumption would improve after 1000 miles but it really hasn't improved yet. Since I use the car for mostly city driving I cannot comment on mostly highway driving.,-0.4212
2465,MINI,Cooper,"Bluetooth connectivity behaves inconsistently.  Sometimes it won't connect to my phone when I want it to.  Also, the GPS directions don't broadcast over the car speakers while using the radio, but it does broadcast over the car speakers while listening to music or podcasts from my iPhone.",0.0387
2466,MINI,Cooper,"AUTO button is confusing.  Don't know when it's on or off, and the light indicator doesn't seem to correspond to the fan speed. : Climate control system is confusing, in particular the """"AUTO"""" button is confusing",-0.34
2467,MINI,Clubman,: can never get the trunk open with the kick sensor feature,0.0
2468,MINI,Clubman,This has been a problem with the MINI brand for quite a long time.,-0.4019
2469,MINI,Clubman,Some of my wider width boots are actually hard to wear when driving the car.,-0.1027
2470,MINI,Clubman,Sometimes the car just forgets to connect to an external source.  Other times the car cannot determine which USB device to use.  Other times it defaults to Bluetooth.,0.0
2471,MINI,Clubman,"One of the ports is in the center console, the other is just in front of the cup holders.  Difficult to work with both when the car is in motion.",-0.3612
2472,MINI,Clubman,I just cant seem to get the car to understand me.,0.0
2473,MINI,Clubman,The leather covering the main cushion seems to buckle a bit too easily.,0.34
2474,MINI,Clubman,The cover of the center console does not close frequently.  Usually need to apply some arm pressure to keep the latch secure.,0.0516
2475,MINI,Clubman,The plastic panels on the lower side of the door - both driver and passenger - seem to scuff very easily.,0.1263
2476,MINI,Clubman,The system has told me to exit off a highway and then get back on again.,0.0
2477,MINI,Clubman,"There are devices in the cupholder that make it fit any cup, which is so great!!  However, they are just a little too tight...they require a little too much force to push a cup down into them, which usually results in a little spillage when the cup is full.  Maybe they will loosen a little over time.",0.8528
2478,MINI,Clubman,"Right rear brake light failure. The dealer discovered that the bulb was Ok, and the problem was in the assembly. Assembly was replaced and the problem was resolved.",-0.7003
2479,MINI,Cooper,"This new LEMON 2017 mini with 250 miles, approx. 5 weeks old would not start when depressing the brake pedal and engaging the start switch.  Having a mechanical engineering back ground with GM Cadillac for 40 years I first checked the battery with my multimeter and found the battery was full  and all electrical worked fine but as described would not start.  The dealer picked it up and of coarse it started after stilling there over the weekend, found nothing wrong and driving the hell out of it, no codes flashed and did a software upgrade which I do not believe fixed anything and then gave the car back to us.  When checking with them they tell me there are no service bulletins or recalls related to this problem. Now my wife is afraid to go anywhere in it thinking it will happen again leaving her stranded.  I have been in talks with Mini customer service and seem to not care about finding the problem that caused the no start condition and will not accept not know what caused",-0.976
